"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A survey on lightweight ciphers for IoT devices","M. A. Philip; Vaithiyanathan","Center for Cybersecurity Systems and Networks, Amrita Vishwa Vidyapeetham. Amritapuri, India; Department of Computer Science and Engineering, Amrita Vishwa Vidyapeetham, Amritapuri, India","2017 International Conference on Technological Advancements in Power and Energy ( TAP Energy)","28 Jun 2018","2017","","","1","4","Embedded systems are found to be used in a wide range of domains. But the inherent limitations of size, memory and power, limits its functionality in secure transmission of sensitive information. The existing cryptographic systems need some area for implementation, limiting its use in embedded systems. Hence, lightweight ciphers which can be easily implemented in resource constrained devices were introduced. In this paper we discuss such existing lightweight block ciphers, PRESENT, KATAN, Humming bird, SIMON, and RECTANGLE and stream ciphers, TRIVIUM, GRAIN, CHACHA, WG-8 and ESPRESSO.","","978-1-5386-4021-0","10.1109/TAPENERGY.2017.8397271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397271","Lightweight block ciphers;lightweight stream ciphers;PRESENT;SIMON;RECTANGLE;GRAIN;WG-8;ESPRESSO","Ciphers;Hardware;Software;Throughput;Encryption","cryptography;embedded systems;Internet of Things","lightweight ciphers;IoT devices;embedded systems;secure transmission;sensitive information;resource constrained devices;cryptographic systems;lightweight block ciphers;stream ciphers;PRESENT;KATAN;Humming bird;SIMON;RECTANGLE;TRIVIUM;GRAIN;CHACHA;WG-8;ESPRESSO","","9","","28","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Cryptanalysis of Vigenère Cipher: Method Implementation","A. Al-Sabaawi","Queensland University of Technology,Brisbane,Australia","2020 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE)","28 Apr 2021","2020","","","1","4","Cryptanalysis is the technique of analysing and breaking an encrypted text (ciphertext) to obtain the clear text (plaintext). Cryptanalysis analyses all the information available about the examined methods. This information may be public, originate from plausible assumptions or be able to specifically learn. The type of information available is divided into different attack scenarios to qualify the relevance of the attack or comment on security. In this paper, we will provide an implementation of cryptanalysis methods by cryptanalysing ciphertexts by using Vigenère cipher. The paper shows how the algorithms remain simple enough to implement the message without errors. This paper will allow researchers to better understand the technique's use of mathematical formulas to analyse secure information systems to detect vulnerabilities and shrouded components.","","978-1-6654-1974-1","10.1109/CSDE50874.2020.9411383","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9411383","cryptology;cryptography;cryptanalysis;Vigenère cipher;Vigenere cipher;cipher classification;polyalphabetic","Integrated circuits;Computer science;Ciphers;Conferences;Data engineering;Encryption;Information systems","cryptography;information systems","Vigenère cipher;encrypted text;ciphertext;cryptanalysis;secure information systems","","","","12","","28 Apr 2021","","","IEEE","IEEE Conferences"
"Physical layer security using stream cipher for LTE","P. Pillai; S. Pote","Electronics and Communication Department, Usha Mittal Institute of Technology, SNDT Womens University, Mumbai, India; Electronics and Communication Department, Usha Mittal Institute of Technology, SNDT Womens University, Mumbai, India","2015 IEEE Bombay Section Symposium (IBSS)","21 Apr 2016","2015","","","1","5","In today's mobile world where entire system is going wireless, security is big time concern. When data is transmitted through various wireless devices secure transfer of data is momentous. A heterogeneous network demands security from attacks with immense speed. In heterogeneous network where different protocols are used to convert the data from one device to another, it is important that all security conversion should have high speed. In this multi-user environment call dropping should not take place. In order to maintain speed it is important that the security codes have a great data rate. The various channel attacks and multi path nature of code makes it vulnerable to attack. The acute exchange of time and frequency parameters makes the physical layer elements liable to security related attacks. Signal protection at the physical layer is significant in LTE system. Stream cipher is a symmetric cipher which can be used for cryptographic protection in wireless system. Stream ciphers are faster than block cipher hence they can have higher data-rates which is liable for LTE system. This paper proposes a physical layer security system using stream cipher in LTE for better speed and security.","","978-1-4673-9542-7","10.1109/IBSS.2015.7456648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7456648","LTE;Physical layer security;stream cipher;high speed","Ciphers;Generators;Physical layer;Long Term Evolution;OFDM;Receivers","cryptography;data communication;Long Term Evolution;protocols;wireless channels","stream cipher;data transmission;wireless devices;data transfer security;heterogeneous network;protocols;multiuser environment;call dropping;security codes;channel attacks;attack vulnerability;time parameters;frequency parameters;signal protection;LTE system;symmetric cipher;cryptographic protection;wireless system;physical layer security system","","1","","16","","21 Apr 2016","","","IEEE","IEEE Conferences"
"Experimental Studies Of The Modern Symmetric Stream Ciphers","I. Gorbenko; A. Kuznetsov; V. Tymchenko; Y. Gorbenko; O. Kachko","V.N. Karazin Kharkiv National University, Kharkiv, Ukraine; V.N. Karazin Kharkiv National University, Kharkiv, Ukraine; V.N. Karazin Kharkiv National University, Kharkiv, Ukraine; V.N. Karazin Kharkiv National University, Kharkiv, Ukraine; V.N. Karazin Kharkiv National University, Kharkiv, Ukraine","2018 International Scientific-Practical Conference Problems of Infocommunications. Science and Technology (PIC S&T)","3 Feb 2019","2018","","","125","128","The paper is a continuation of numerous studies of a candidate for encryption national standard of Ukraine, the Strumok new symmetric stream cipher. The result of a study is compare the most famous algorithms of stream cipher, which were presented at various contests, such as eSTREAM, NESSIE and the AES symmetric block cipher in mode of stream about usage CPU time for transformation of one octet data.","","978-1-5386-6611-1","10.1109/INFOCOMMST.2018.8632058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8632058","stream cipher;encryption;cycles per byte;synchronous keystream generator;pseudorandom sequence","Ciphers;Encryption;Snow;Rabbits;Generators;Standards","cryptography","encryption;octet data;AES symmetric block cipher;Strumok new symmetric stream cipher;modern symmetric stream ciphers","","3","","11","","3 Feb 2019","","","IEEE","IEEE Conferences"
"Comparing Performances of Cypress Block Cipher and Modern Lighweight Block Ciphers on Different Platforms","M. Rodinko; R. Oliynykov","V.N. Kharkiv National University of Radio Electronics,Information Systems and Technologies Security Department,Kharkiv,Ukraine; V.N. Kharkiv National University of Radio Electronics,Information Systems and Technologies Security Department,Kharkiv,Ukraine","2019 IEEE International Scientific-Practical Conference Problems of Infocommunications, Science and Technology (PIC S&T)","9 Apr 2020","2019","","","113","116","The paper is devoted to the comparison of performance of prospective lightweight block cipher Cypress with performances of the known modern lightweight block ciphers such as AES, SPECK, SPARX etc. The measurement was done on different platforms: Windows, Linux and Android. On all platforms selected, the block cipher Cypress showed the best results. The block cipher Cypress-256 showed the highest performance on Windows x32 (almost 3.5 Gbps), 64-bit Linux (over 8 Gbps) and Android (1.3 Gbps). On Windows x64 the best result was obtained by Cypress- 512 (almost 5 Gbps).","","978-1-7281-4184-8","10.1109/PICST47496.2019.9061521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9061521","block cipher Cypress;lightweight cryptography;encryption speed","Ciphers;Encryption;Androids;Humanoid robots;Linux;Computer architecture","Android (operating system);cryptography;Linux;Microsoft Windows (operating systems)","Cypress block cipher;Cypress-256;lighweight block ciphers;Windows x32;64-bit Linux;Android","","","","15","","9 Apr 2020","","","IEEE","IEEE Conferences"
"Electromagnetic analysis attack for a lightweight block cipher TWINE","M. Yoshikawa; Y. Nozaki; K. Asahi","Dept. of Information Engineering, Meijo university, Nagoya, Japan; Dept. of Information Engineering, Meijo university, Nagoya, Japan; Dept. of Information Engineering, Meijo university, Nagoya, Japan","2016 IEEE/ACES International Conference on Wireless Information Technology and Systems (ICWITS) and Applied Computational Electromagnetics (ACES)","5 May 2016","2016","","","1","2","The threat of electromagnetic analysis attacks against cryptographic circuits has been highlighted. Electromagnetic analysis attacks maliciously analyze confidential information using electromagnetic waves generated during the operation of a cryptographic circuit. At present, many studies have reported on electromagnetic analysis attacks against AES. However, few studies have investigated electromagnetic analysis attacks against lightweight ciphers. To secure the safety of a device to which a lightweight cipher is applied, measures against electromagnetic analysis attacks must be developed. To examine the measures taken to prevent electromagnetic analysis attacks, it is important to first evaluate and verify the vulnerability of a lightweight cipher against those types of attacks. This study propose a new electromagnetic analysis attack for a lightweight block cipher TWINE which is one of the most popular lightweight block ciphers.","","978-1-5090-1259-6","10.1109/ROPACES.2016.7465354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7465354","Electromagnetic analysis attack;TWINE;Security;lightweight block cipher","Electromagnetic analysis;Ciphers;Electromagnetic scattering;Encryption;Correlation coefficient;Hamming distance","cryptography","electromagnetic analysis attack;lightweight block cipher TWINE;electromagnetic analysis attacks;cryptographic circuits;confidential information;electromagnetic waves;cryptographic circuit;lightweight ciphers","","4","","4","","5 May 2016","","","IEEE","IEEE Conferences"
"Optimization and analysis of the extended Playfair cipher","S. S. Srivastava; N. Gupta","Department of Computer Science and Engineering, National Institute of Technology, Hamirpur, India; Department of Computer Science and Engineering, National Institute of Technology, Hamirpur, India","2011 International Conference on Emerging Trends in Networks and Computer Communications (ETNCC)","2 Aug 2012","2011","","","267","270","The well known multiple letter encryption cipher is the Playfair cipher. Here the diagrams in the plaintext are treated as single units and converted into corresponding cipher text diagrams. However because of the drawbacks inherent in the 5*5 Playfair cipher which adversely affects the security we proposed an 8*8 Playfair cipher. For details one can refer to [1]. This paper analyses the new proposed system. For this we have carried out cryptanalysis and through the avalanche effect we find out that the proposed cipher is a strong one.","","978-1-4577-0240-2","10.1109/ETNCC.2011.6255901","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6255901","Playfair cipher;matrices;Special symbols;Random number;crptanalysis;brute force;Polyalphabetic cipher","Matrix converters;Encryption;Force;Shift registers;Computer science","cryptography","extended Playfair cipher optimization;multiple letter encryption cipher;cipher text diagram;security;8*8 Playfair cipher;cryptanalysis","","","","","","2 Aug 2012","","","IEEE","IEEE Conferences"
"Improve Security Algorithm Cryptography Vigenere Cipher Using Chaos Functions","B. Triandi; E. Ekadiansyah; R. Puspasari; L. T. Iwan; F. Rahmad","Universitas Potensi Utama, Medan, 20241, Indonesia; Universitas Potensi Utama, Medan, 20241, Indonesia; Universitas Potensi Utama, Medan, 20241, Indonesia; Universitas Potensi Utama, Medan, 20241, Indonesia; Universitas Potensi Utama, Medan, 20241, Indonesia","2018 6th International Conference on Cyber and IT Service Management (CITSM)","28 Mar 2019","2018","","","1","5","This paper specifically discusses how chaos functions are applied in the crystallographic algorithm of vigenere cipher, along with the mechanism of chaos function to the vigenere cipher algorithm and the application of chaos theory to the level of ciphertext security which it will produce such as chaos theory that is logistic equation. In the world of cryptography, chaos theory is used to generate numbers at random. This random number will then be used as the key in performing the encryption process. The chaos function is a function that has a sensitive nature to the initial value, meaning that a small change in the initial value will result in a major change in the value of the next function. Such properties can be applied in cryptography to maintain data integrity, especially in stream cipher cryptographic algorithms such as vigenere cipher, vigenere cipher algorithms have problems with very low security levels. In the vigenere cipher algorithm a key, called the initial key, is made of a key longer than the initial key called a key stream that is very easy to solve. The application of chaotic function in vigenere cipher can improve the security of the key used, since the chaos function can generate random numbers for the initial key on the vigenere cipher algorithm that has the sensitive properties at the initial value.","","978-1-5386-5434-7","10.1109/CITSM.2018.8674376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8674376","Chaos function;Vigenere cipher;Key stream electricity","Ciphers;Chaos;Encryption;Logistics;Mathematical model","chaos;cryptography;data integrity;random number generation","vigenere cipher algorithm;chaos function;random number;chaos theory;stream cipher cryptographic algorithms;security algorithm cryptography;ciphertext security;encryption process;data integrity;crystallographic algorithm","","3","","11","","28 Mar 2019","","","IEEE","IEEE Conferences"
"A new 3D playfair based secure cipher generation model","E. Elahi; H. Raza; S. Ali","Department of Computer Science, Abasyine University, Islamabad, Pakistan; Department of Electrical Engineering, Hamdard Instritude of Engineering & Technology, Islamabad, Pakistan; Department of Electrical Engineering, Hamdard Instritude of Engineering & Technology, Islamabad, Pakistan","2017 13th International Conference on Emerging Technologies (ICET)","8 Feb 2018","2017","","","1","4","In this paper, a new 3D generalized playfair model is proposed that takes three letters of text message at the same time and generates cipher text accordingly. The 3D cipher structure provides enough room of security and much easier protocol for the generation of cipher text than the present 2D playfair models. The proposed structure provides an improvement of 97.86% and 68.35% in sense of brute force diagraphs than the 5×5 and 10×10 playfair models, respectively. Moreover, the proposed structure produces the cipher that may be the alphabetic, symbolic or hybrid of these make a critical impact in sense of secure communication.","","978-1-5386-2260-5","10.1109/ICET.2017.8281719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8281719","Hybrid cipher generation;play fair cipher;symmetric key cryptographic structure","Ciphers;Three-dimensional displays;Indexes;Two dimensional displays;Solid modeling","cryptographic protocols;directed graphs;text analysis","secure cipher generation model;3D generalized playfair model;text message;cipher text;easier protocol;brute force diagraphs;secure communication","","1","","12","","8 Feb 2018","","","IEEE","IEEE Conferences"
"Application of Simple Power Analysis to Stream Ciphers Constructed Using Feedback Shift Registers","A. A. Zadeh; H. M. Heys",NA; NA,"The Computer Journal","18 Jan 2018","2015","58","4","961","972","Although power analysis attacks have been extensively applied to block ciphers, only limited research has been done to analyze their effectiveness on stream cipher hardware implementations. In this paper, we investigate methods of simple power analysis applied to stream ciphers based on multiple feedback shift registers (FSRs) and demonstrate the effectiveness of the methods by examining the cipher Grain which involves both a linear and a nonlinear FSR. A divide-and-conquer attack is presented where the attacker guesses the bit values of the FSRs independently and then checks the correctness of the guess using information derived from measured power consumption of the cipher core. Experimental results of the attack applied to simulated power data obtained for a CMOS implementation of Grain show that it is possible to recover directly the cipher state using only about 3000 power samples. For ciphers constructed using a general architecture of multiple FSRs, the attack has the potential to be successful with a complexity substantially less than exhaustive key search.","1460-2067","","10.1093/comjnl/bxu021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8187813","stream ciphers;side channel attacks;simple power analysis;Grain stream cipher","","","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"The Ideal Block Ciphers - Correlation of AES and PRESENT in Cryptography","G. Sravya; M. O. V. P. Kumar; Y. Sudarsana Reddy; K. Jamal; K. Mannem","ECE, GRIT,Hyderabad; ECE, GRIT,Hyderabad; ECE, GRIT,Hyderabad; ECE, GRIT,Hyderabad; ECE, GRIT,Hyderabad","2020 3rd International Conference on Intelligent Sustainable Systems (ICISS)","18 Jan 2021","2020","","","1107","1113","In this digital era, the usage of technology has increased rapidly and led to the deployment of more innovative technologies for storing and transferring the generated data. The most important aspect of the emerging communication technologies is to ensure the safety and security of the generated huge amount of data. Hence, cryptography is considered as a pathway that can securely transfer and save the data. Cryptography comprises of ciphers that act like an algorithm, where the data is encrypted at the source and decrypted at the destination. This paper comprises of two ciphers namely PRESENT and AES ciphers. In the real-time applications, AES is no more relevant especially for segmenting the organizations that leverage RFID, Sensors and IoT devices. In order to overcome the strategic issues faced by these organization, PRESENT ciphers work appropriately with its super lightweight block figure, which has the equivalent significance to both security and equipment arrangements. This paper compares the AES (Advance encryption standard) symmetric block cipher with PRESENT symmetric block cipher to leverage in the industries mentioned earlier, where the huge consumption of resources becomes a significant factor. For the comparison of different ciphers, the results of area, timing analysis and the waveforms are taken into consideration.","","978-1-7281-7089-3","10.1109/ICISS49785.2020.9315883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9315883","PRESENT block cipher;AES cipher;Ultra-light weight;Area;Timing;Cryptography;IoT","Ciphers;Cryptography;Registers;Encryption;Sensors;Hardware;Conferences","private key cryptography","cryptography;AES symmetric block cipher;Advance encryption standard;PRESENT symmetric block cipher","","","","25","","18 Jan 2021","","","IEEE","IEEE Conferences"
"Electromagnetic analysis method for ultra low power cipher Midori","M. Yoshikawa; Y. Nozaki","Dept. of Information Engineering, Meijo University, Nagoya, 468-8502, Japan; Dept. of Information Engineering, Meijo University, Nagoya, 468-8502, Japan","2017 IEEE 8th Annual Ubiquitous Computing, Electronics and Mobile Communication Conference (UEMCON)","8 Jan 2018","2017","","","70","75","Recently, low power ciphers that can be used in IoT devices have attracted the attention of many researchers. The power consumption of Midori is the lowest of all available ciphers. In hardware security, side-channel attacks pose a danger because they illegally analyze the secret key in a cryptographic device using the power consumption and electromagnetic waves generated during the device's operation. One type of side-channel attack that uses electromagnetic waves is called electromagnetic analysis. To examine the safety of future IoT devices, it is extremely important to investigate the resistance of Midori, an extremely low-power cipher, to electromagnetic analysis (tamper resistance). However, to our knowledge, no studies have reported on electromagnetic analysis against Midori. The present study proposes a method of electromagnetic analysis.","","978-1-5386-1104-3","10.1109/UEMCON.2017.8248990","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8248990","security of IoT;electromagnetic analysis;low power cipher;Midori;tamper resistance","Electromagnetic analysis;Hamming distance;Electromagnetic scattering;Ciphers;Power demand;Encryption","computational electromagnetics;cryptography;Internet of Things;power consumption","hardware security;secret key analysis;extremely low-power cipher;tamper resistance;low-power cipher;future IoT devices;electromagnetic waves;cryptographic device;side-channel attack;available ciphers;power consumption;ultra low power cipher Midori;electromagnetic analysis method","","","","12","","8 Jan 2018","","","IEEE","IEEE Conferences"
"3D — Playfair cipher using LFSR based unique random number generator","A. Kaur; H. K. Verma; R. K. Singh","Dept. of Computer Science & Engineering, National Institute of Technology, Jalandhar, Punjab (India); Dept. of Computer Science & Engineering, National Institute of Technology, Jalandhar, Punjab (India); Dept. of Computer Science & Engineering, National Institute of Technology, Jalandhar, Punjab (India)","2013 Sixth International Conference on Contemporary Computing (IC3)","26 Sep 2013","2013","","","18","23","3D-Playfair cipher [1] is the multiple letter encryption cipher. Here the trigraphs in the plain text are treated as single units and converted into corresponding cipher text trigraphs. A group of 3 characters are known as trigraph. 3D-Playfair Ciphers came into focus due to the limitation of classical Playfair that it supports only alphabets and may not support “i” and “j” both alphabets at the same time. It also eliminates the fact that a diagram and its reverse will encrypt in a similar fashion. 3D-Playfair cipher supports all 26 alphabets {A-Z}, 10 digits {0-9} and 28 special characters {! “ # $ % & ' () * +, - . / : ; <; = > ? @ [ \ ] ^ _ |}. The theme of this research is to provide security for the data that contains alphabets numerals and special characters during its transmission that's why a Linear Feedback Shift Register based unique random number generator is coupled with 3D-Playfair cipher for offering better security in transmission over the internet. LFSR based unique random number generator [2] enhances the security up to a considerable level by generating random sequences. These random sequences will be used for transmission on the behalf of the actual cipher text.","","978-1-4799-0192-0","10.1109/IC3.2013.6612193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6612193","Cryptography;3D-Playfair cipher;trigraph;Random number;LFSR","Ciphers;Floors;Generators;Encryption;Linear feedback shift registers;Random sequences","cryptography;random number generation","3D-Playfair cipher;LFSR based unique random number generator;multiple letter encryption cipher;plain text;cipher text trigraphs;data security;linear feedback shift register;Internet;random sequences","","4","","15","","26 Sep 2013","","","IEEE","IEEE Conferences"
"An end to end protocal transmission for secure Cipher text","V. K. Reddy; S. J. Saritha","Computer science and engineering JNTUACEP, Pulivendula, A.P, India; Computer science and engineering JNTUACEP, Pulivendula, A.P, India","2017 International Conference on Energy, Communication, Data Analytics and Soft Computing (ICECDS)","21 Jun 2018","2017","","","3629","3634","Short Message Service (SMS) has been one amongst the fastest and powerful communication channels to transmit the information across the worldwide. Sometimes, we've an inclination to send the wind like secret, pass code, banking details and private identity to our friends, members of the family and repair suppliers through associate SMS. SMS contents square measure keeps while not the systems of network operators and can be browse by their personnel. Since, the SMS is scattered as plaintext; thus network operators can easily merely access the content of SMS throughout the transmission at SMSC. That the traditional SMS service supplied by varied mobile operators astonishingly does not offer information security of the message being sent over the while not network. Therefore on guard such wind, it's forcefully required to provide finish-to-end secure communication between polish users. The on prime of wants is commonly accomplished by proposing a protocol called Cipher-SMS that gives end-to-end security throughout the transmission of SMS over the while not network. The Cipher-SMS protocol achieved by exploitation subject field algorithms of AES and caeser cipher, The Cipher-SMS protocol prevents the SMS information from varied attacks beside SMS exposure, over the air (OTA) modification, replay attack, man-in-the-middle attack, and impersonation attack. Planned SMS based totally framework provides a reliable, economical and worth effective account SMS Transmission. Cipher-SMS is that the first protocol absolutely supported the regular key cryptography of AES and caeser cipher.","","978-1-5386-1887-5","10.1109/ICECDS.2017.8390140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390140","smsc;encryption;Caesar cipher;smssec","Protocols;Ciphers;Banking;Receivers;Data analysis","cryptographic protocols;electronic messaging","secure Cipher text;Short Message Service;SMS contents square measure;network operators;traditional SMS service;varied mobile operators;information security;finish-to-end secure communication;end-to-end security;Cipher-SMS protocol;caeser cipher;SMS information;SMS exposure;planned SMS;reliable account SMS Transmission;economical account SMS Transmission;worth effective account SMS Transmission;communication channels;end to end protocal transmission","","1","","10","","21 Jun 2018","","","IEEE","IEEE Conferences"
"Developing 3D-Playfair Cipher algorithm using structure rotation","S. Singh; R. K. Singh; A. Kaur; D. Kaur","Dept. of CSE, IMS Engineering College Ghaziabad, India; Dept. of CS, NIT Jalandhar, Jalandhar, Punjab (India); Dept. of CS, NIT Jalandhar, Jalandhar, Punjab (India); Dept. of CS, NIT Jalandhar, Jalandhar, Punjab (India)","2015 International Conference on Advances in Computer Engineering and Applications","23 Jul 2015","2015","","","1004","1008","3D-Playfair cipher is a multiple letter encryption cipher. Trigraphs (combination of 3 characters) of the plaintext are treated as single unit and converted into corresponding cipher text trigraphs and vice-versa. Classical Playfair Cipher supports English alphabets with limitation that only one alphabet “i” or “j” will be considered at a time. 3D-Playfair Cipher came into focus to eliminate this limitation. In addition to that 3D-Playfair Cipher also overlooks the limitation of similar fashion encryption of diagrams and its reverse diagrams. 3D-Playfair cipher supports all 26 English alphabets {A-Z}, 10 digits {0-9} and 28 special characters including { ! “ "" # $ % & ` +, - . / : ; ( ) <; = > ? @ [ ] \ ^ _ | }. The theme of this research is to enhance the security of text files that contains alphabets, numerals and special characters. In this approach we developed a structure rotation concept on key matrix of 3D-Playfair cipher using random key to achieve the objective. Random sequences are generated through Linear Feedback Shift Register due to its simplicity and better performance.","","978-1-4673-6911-4","10.1109/ICACEA.2015.7164853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7164853","3D-Playfair cipher;trigraph;rotations;bitwise operations;LFSR","Ciphers;Floors;Encryption;Linear feedback shift registers;Random sequences","cryptography;matrix algebra;shift registers","3D-playfair cipher algorithm;multiple letter encryption cipher;cipher text trigraphs;random key;random sequences;linear feedback shift register","","3","","12","","23 Jul 2015","","","IEEE","IEEE Conferences"
