"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Extensible Induced Position Encoding Readout Method for Micropattern Gas Detectors","S. Liu; S. Ma; B. Qi; Z. Shen; G. Yuan; Q. An","State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, China; State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, China; State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, China; State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, China; State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, China; State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, China","IEEE Transactions on Nuclear Science","13 Feb 2018","2018","65","2","777","780","The large number of electronics channels has become an issue to the further applications of micropattern gas detectors (MPGDs) and poses a big challenge for the integration, power consumption, cooling, and cost. Induced position encoding readout technique provides an attractive way to significantly reduce the number of readout channels. In this paper, we present an extensible induced position encoding readout method for MPGDs. The method is demonstrated by the Eulerian path of the graph theory. A standard encoding rule is provided, and a general formula of encoding and decoding for n channels is derived. Under the premise of such method, a 1-D induced position encoding readout prototyping board is designed on a 5 × 5 cm<sup>2</sup> thick gas electron multiplier, where 47 anode strips are readout by 15 encoded multiplexing channels. Verification tests are carried out on an 8-keV Cu X-ray source with 100-μm slit. The test results show a robust feasibility of the method and have a good spatial resolution and linearity in its position response. This method can dramatically reduce the number of readout channels, has potential to build large-area detectors, and can be easily adapted to other detectors like MPGDs.","1558-1578","","10.1109/TNS.2017.2782795","National Natural Science Foundation of China(grant numbers:11222552); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8194920","Micropattern gas detector (MPGD);multiplexing readout;position encoding;tracking","Strips;Encoding;Anodes;Decoding;Detectors;Gas detectors;Multiplexing","encoding;graph theory;nuclear electronics;position sensitive particle detectors;readout electronics","readout channels;MPGDs;standard encoding rule;readout prototyping board;position response;large-area detectors;extensible induced position encoding readout method;micropattern gas detectors;electronics channels;readout technique;thick gas electron multiplier;encoded multiplexing channels","","","","7","","13 Dec 2017","","","IEEE","IEEE Journals"
"Neural Network-Based Decoding of Constrained Codes for DNA Data Storage","P. Li; K. Cai; G. Song; W. Song; Z. Mei; X. Zhong","Singapore University of Technology and Design (SUTD),Singapore,487372; Singapore University of Technology and Design (SUTD),Singapore,487372; Singapore University of Technology and Design (SUTD),Singapore,487372; Singapore University of Technology and Design (SUTD),Singapore,487372; Singapore University of Technology and Design (SUTD),Singapore,487372; Singapore University of Technology and Design (SUTD),Singapore,487372","2020 IEEE International Conference on Consumer Electronics - Asia (ICCE-Asia)","9 Dec 2020","2020","","","1","4","Constrained codes serve as an essential component of the recently emerged DNA-based data storage systems, where the associated complicated bio-chemical processes are difficult to model. In this paper, we propose a novel neural network (NN)- based decoder for the high-efficiency finite-state constrained codes for DNA data storage systems. Our work reveals, for the first time, that unlike the case with simple block constrained codes where the encoded codewords are independent with each other, the NN-based decoding of the finite-state constrained codes needs to take into account the correlation between consecutive codewords in the NN structure. With a well-trained multiple layer perceptron (MLP) network, the proposed NN-based decoder can avoid the error propagation of the normal constrained decoder and achieve significantly better error rate performance without the prior knowledge of the DNA data storage channel.","","978-1-7281-6164-8","10.1109/ICCE-Asia49877.2020.9277107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277107","Constrained codes;DNA data storage;neural network-based decoding","Decoding;Artificial neural networks;DNA;Memory;Training;Error correction codes;Data storage systems","binary codes;block codes;data handling;decoding;DNA;encoding;multilayer perceptrons;neural nets","DNA data storage systems;NN structure;multiple layer perceptron network;NN-based decoder;normal constrained decoder;DNA data storage channel;neural network-based decoding;DNA-based data storage systems;bio-chemical processes;finite-state constrained codes;encoded codewords;NN-based decoding;error rate performance","","","","8","","9 Dec 2020","","","IEEE","IEEE Conferences"
"Iterative Symbol Decoding of Distributed Channel Encoded Fixed-Length Codes for Cooperative Communications","C. Wu; W. Chung","Research Center for Information Technology Innovation, Academia Sinica, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taiwan","IEEE Transactions on Wireless Communications","20 Mar 2014","2014","13","3","1528","1539","In this paper, we study the iterative decoding of distributed channel encoded fixed-length codes for power-efficient cooperative transmissions. By exploiting the technique of iterative source channel decoding (ISCD), the iterative decoding for cooperative transmissions exploits two types of the redundant information: the residual redundancy inherently remaining in the source codes, and the artificial redundant information provided by the distributed channel coder. To avoid the information loss on the bit-to-symbol conversion, we adopt symbol-level ISCD scheme consisting of the symbol-level channel decoder and the symbol-level source decoder. Our proposed iterative decoding can improve parameter signal-to-noise ratio (PSNR) performances by iteratively refining the extrinsic information for the source and the distributed channel decoders. Furthermore, the proposed source decoding algorithm based on the symbol-level BCJR algorithm enables the iterative decoding to efficiently exploit the extrinsic information conveyed by relay and source nodes. Simulation results show that the proposed iterative decoding scheme with the proposed source decoder and the symbol-level BCJR channel decoder delivers the robust power-efficient performance, and outperforms conventional decoding schemes.","1558-2248","","10.1109/TWC.2013.013014.130887","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6733263","Cooperative communications;softbit source decoding;iterative symbol decoding;sectionalized code trellis;extrinsic information","Decoding;Iterative decoding;Relays;Encoding;Convolutional codes;Redundancy;Systematics","channel coding;combined source-channel coding;cooperative communication;iterative decoding;relay networks (telecommunication);wireless channels","iterative symbol decoding;cooperative communication;power-efficient cooperative transmission;iterative source channel decoding;residual redundancy information;artificial redundant information;fixed-length code;distributed channel coder;bit-to-symbol conversion;information loss avoidance;symbol-level ISCD scheme;symbol-level channel decoder;symbol-level source decoder;parameter signal-to-noise ratio;PSNR;symbol-level BCJR algorithm;relay node","","","","41","","6 Feb 2014","","","IEEE","IEEE Journals"
"Forward error correcting codes by means of the two-base (2,3)-numeration system","A. V. Anisimov; I. O. Zavadskyi","Kyiv National Taras Shevchenko University, Ukraine; Kyiv National Taras Shevchenko University, Ukraine","2014 IEEE International Black Sea Conference on Communications and Networking (BlackSeaCom)","8 Jul 2014","2014","","","107","111","A new class of forward error correcting codes is introduced. The main idea of the code construction is to utilize special arithmetic properties of input words and codewords considered as whole numbers in the process of encoding and decoding. The numbers are represented in the two-base numeration system with the main radix 2 and the auxiliary radix 3.","","978-1-4799-4067-7","10.1109/BlackSeaCom.2014.6849015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6849015","code;encoding;decoding;error correction;(2,3)-representation of integers","Decoding;Encoding;Automata;Robustness;Error correction codes;Conferences;Blogs","decoding;encoding;error correction codes;forward error correction","forward error correcting codes;two-base (2,3)-numeration system;code construction;arithmetic properties;encoding;decoding;main radix 2;auxiliary radix 3","","2","","4","","8 Jul 2014","","","IEEE","IEEE Conferences"
"Self-synchronized encoding and decoding algorithms based on code signal feature","M. S. Svetlov; O. N. Dolinina; A. A. L'vov; D. V. Klenov","Institute of Precision Mechanics and Control of RAS, IPMC of RAS, Saratov, Russia; Institute of Applied Information Technologies and Communications, Yuri Gagarin State Technical University of Saratov, Russia; Institute of Applied Information Technologies and Communications, Yuri Gagarin State Technical University of Saratov, Russia; Institute of Applied Information Technologies and Communications, Yuri Gagarin State Technical University of Saratov, Russia","2017 27th International Conference Radioelektronika (RADIOELEKTRONIKA)","1 Jun 2017","2017","","","1","5","Synchronization of all constituent units must be provided in all digital data transmission systems with a serial synchronous interface, primarily of encoding and decoding devices. This work investigates the method and algorithms of information reception and transmission based on using of code signal feature that do not require the application of error-correcting codes and special measures for synchronization ensuring. Special feature of the developed algorithms is the representation of each discharge symbol of the primary error-correcting code in the form of binary sequences, transmitted over a communication channel in the form of pulses series conditionally infinitely small duration rigidly interconnected by fixed time intervals that are multiple to certain time delay. The paper shows that the suggested method of transmission has the properties of self-synchronization, and significantly increases the information reliability of the system.","","978-1-5090-4591-4","10.1109/RADIOELEK.2017.7936641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7936641","information reliability;code signal feature;self-synchronization","Decoding;Encoding;Synchronization;Reliability;Delays;Communication channels","binary sequences;decoding;error correction codes","self-synchronized encoding and decoding algorithms;code signal feature;error-correcting codes;binary sequences","","1","","8","","1 Jun 2017","","","IEEE","IEEE Conferences"
"On the Structure of Real-Time Encoding and Decoding Functions in a Multiterminal Communication System","A. Nayyar; D. Teneketzis","Department of EECS, University of Michigan, Ann Arbor, MI, USA; Department of EECS, University of Michigan, Ann Arbor, MI, USA","IEEE Transactions on Information Theory","29 Aug 2011","2011","57","9","6196","6214","A real-time communication system with two encoders communicating with a single receiver over separate noisy channels is considered. The two encoders make distinct partial observations of a Markov source. Each encoder must encode its observations into a sequence of discrete symbols. The symbols are transmitted over noisy channels to a finite memory receiver that attempts to reconstruct some function of the state of the Markov source. Encoding and decoding must be done in real-time, that is, the distortion measure does not tolerate delays. Under the assumption that the encoders' observations are conditionally independent Markov chains given an unobserved time-invariant random variable, results on the structure of optimal real-time encoding and decoding functions are obtained. It is shown that there exist finite-dimensional sufficient statistics for the encoders. The problem with noiseless channels and perfect memory at the receiver is then considered. A new methodology to find the structure of optimal real-time encoders is employed. A sufficient statistic with a time-invariant domain is found for this problem. This methodology exploits the presence of common information between the encoders and the receiver when communication is over noiseless channels.","1557-9654","","10.1109/TIT.2011.2161915","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6006597","Markov chains;Markov decision theory;multiterminal communication system;real-time encoding and decoding","Encoding;Receivers;Real time systems;Markov processes;Decoding;Sensors;Noise measurement","decoding;encoding;Markov processes;multicast communication","multiterminal communication system;real-time communication system;separate noisy channel;Markov source;discrete symbol;finite memory receiver;distortion measure;independent Markov chains;time-invariant random variable;optimal real-time encoding;decoding functions;finite-dimensional sufficient statistics;optimal real-time encoders;time-invariant domain;noiseless channel","","19","","41","","29 Aug 2011","","","IEEE","IEEE Journals"
"Fast Beam Alignment for Millimeter Wave Communications: A Sparse Encoding and Phaseless Decoding Approach","X. Li; J. Fang; H. Duan; Z. Chen; H. Li","National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communications Engineering, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA","IEEE Transactions on Signal Processing","7 Aug 2019","2019","67","17","4402","4417","In this paper, we study the problem of beam alignment for millimeter wave (mmWave) communications, where a hybrid analog and digital beamforming structure is employed at the transmitter (i.e., base station), and an omni-directional antenna or an antenna array is used at the receiver (i.e., user). By exploiting the sparse scattering nature of mmWave channels, the beam alignment problem is formulated as a sparse encoding and phaseless decoding problem. More specifically, the problem of interest involves finding a sparse sensing matrix and an efficient recovery algorithm to recover the support and magnitude of a sparse signal from compressive phaseless measurements. A sparse bipartite graph code algorithm is developed for sparse encoding and phaseless decoding. Our theoretical analysis shows that, in the noiseless case, our proposed algorithm can perfectly recover the support and magnitude of the sparse signal with a probability exceeding a pre-specified value from (9(K<sup>2</sup>) measurements, where K is the number of nonzero entries of the sparse signal. The proposed algorithm has a simple decoding procedure which is computationally efficient and noise robust. Simulation results show that our proposed method renders reliable beam alignment even in the low signal-to-noise ratio regime and presents a clear performance advantage over existing methods.","1941-0476","","10.1109/TSP.2019.2929460","National Natural Science Foundation of China(grant numbers:61829103,61871091); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8770109","Millimeter wave (mmWave) communications;beam alignment;sparse encoding;phaseless decoding","Decoding;Receivers;Array signal processing;Transmitters;Acoustic beams;Encoding;Antenna arrays","array signal processing;compressed sensing;decoding;electromagnetic wave scattering;encoding;graph theory;millimetre wave communication;omnidirectional antennas;receiving antennas;sparse matrices;transmitting antennas;wireless channels","sparse sensing matrix;sparse bipartite graph code algorithm;fast beam alignment;millimeter wave communications;phaseless decoding approach;antenna array;mmWave channels;omnidirectional antenna;hybrid analog and digital beamforming structure;beam alignment;sparse encoding approach","","9","","41","IEEE","23 Jul 2019","","","IEEE","IEEE Journals"
"An encoding and decoding scheme for long-distance ultrasonic localization","C. Ji; M. Chen; P. Sun; H. Shu; Z. Wang","Zhejiang University,State Key Laboratory of Industrial Control Technology,Hangzhou,P. R. China,310027; Zhejiang University,State Key Laboratory of Industrial Control Technology,Hangzhou,P. R. China,310027; Zhejiang University,State Key Laboratory of Industrial Control Technology,Hangzhou,P. R. China,310027; Zhejiang University,State Key Laboratory of Industrial Control Technology,Hangzhou,P. R. China,310027; Zhejiang University,State Key Laboratory of Industrial Control Technology,Hangzhou,P. R. China,310027","2020 39th Chinese Control Conference (CCC)","9 Sep 2020","2020","","","5247","5252","In ultrasonic localization systems, liner frequency modulation (LFM) signal, which is used as the basic signal for ultrasonic localization, has the capability of anti-multipath and high temporal resolution. However, the complex indoor environment will make it hard to detect and recognize signals at the long distance in a large indoor environment. In this paper, we propose an encoding and decoding scheme for long-distance ultrasonic localization, which is able to work on the smart phone. Inspired by Code Division Multiple Access (CDMA), we propose to encode the reference signal, composed of preamble, guard interval and ID symbols, which can be used to distinguish beacons. Next, we can decode the signal by detecting preamble, estimate arrival time, demodulate ID symbols and cross-check the results. The experiment shows that the data can delivered at 5-bit in 170 ms and that more than 99 percent decoding accuracy can be achieved within 30 m localization range, which meets the needs of the localization system in the long distance.","1934-1768","978-9-8815-6390-3","10.23919/CCC50068.2020.9188875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9188875","Indoor localization;Ultrasonic;Encoding and decoding scheme;Smart phone","Decoding;Smart phones;Acoustics;Chirp;Encoding;Microphones;Multiaccess communication","code division multiple access;decoding;encoding;frequency modulation;indoor radio;signal detection;signal resolution;smart phones;ultrasonic applications","long-distance ultrasonic localization;ultrasonic localization systems;liner frequency modulation signal;high temporal resolution;complex indoor environment;encoding-decoding scheme;code division multiple access;CDMA","","","","17","","9 Sep 2020","","","IEEE","IEEE Conferences"
"Finite-level Quantized Iterative Learning Control by Encoding-Decoding Mechanisms","C. Zhang; D. Shen","Beijing University of Chemical Technology, Beijing, 100029, P. R. China; Beijing University of Chemical Technology, Beijing, 100029, P. R. China","2018 IEEE 7th Data Driven Control and Learning Systems Conference (DDCLS)","1 Nov 2018","2018","","","289","294","This paper studies the zero-error tacking problem of finite-level quantized iterative learning control using an encoding-decoding method, where both measurement and actuator side quantization and transmission are considered. In particular, the system output is encoded, quantized, transmitted and decoded in sequence for input updating of the next iteration. Then the generated input is transmitted through networks following the same procedure as the output transmission for plant input updating. The zero-error convergence of the proposed scheme is strictly proved and a numerical simulation is provided to demonstrate the effectiveness of the proposed scheme.","","978-1-5386-2618-4","10.1109/DDCLS.2018.8515988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8515988","Zero-Error Tracking;Iterative learning control;Quantized control;Encoding and decoding","Quantization (signal);Decoding;Actuators;Iterative learning control;Convergence;Encoding;Learning systems","adaptive control;decoding;discrete time systems;encoding;iterative learning control;quantisation (signal)","zero-error tacking problem;encoding-decoding method;actuator side quantization;system output;input updating;zero-error convergence;numerical simulation;finite-level quantized iterative learning control;plant input updating","","","","9","","1 Nov 2018","","","IEEE","IEEE Conferences"
"Decode-Compress-and-Forward with Selective-Cooperation for Relay Networks","J. Haghighat; W. Hamouda","Department of Electrical and Computer Engineering, Concordia University, Montreal, Quebec, H3G 1M8, Canada; Department of Electrical and Computer Engineering, Concordia University, Montreal, Quebec, H3G 1M8, Canada","IEEE Communications Letters","9 Mar 2012","2012","16","3","378","381","We propose a new signal-processing scheme, referred to as Decode-Compress-and-Forward with Selective-Cooperation (DCF-SC). In DCF-SC, the relay dedicates a certain amount of time to listen to the message broadcasted by the source and then performs Soft-Input Soft-Output (SISO) decoding. The relay then quantizes the Log-Likelihood Ratio (LLR) values received from the SISO decoder, encodes them and then transmits to the destination. The Selective-Cooperation condition determines whether the destination will accept or reject relay's collaboration. We consider half-duplex relaying with orthogonal channels at the destination and apply turbo coding at both source and relay nodes. We define a trade-off parameter that determines how much of the relay's time should be dedicated to listening and to transmission. We show by simulations that this trade-off factor has an optimal value for which the Block-Error Rate (BLER) is minimized. We compare the error rate performance of the proposed DCF-SC scheme with that of the Decode-Amplify-Forward (DAF) scheme presented in the literature.","1558-2558","","10.1109/LCOMM.2012.011312.112462","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6134711","Decode-compress-and-forward;iterative decoding;relay channels;turbo codes","Relays;Decoding;Signal to noise ratio;Turbo codes;Gain;Iterative decoding;Error analysis","amplify and forward communication;cooperative communication;decode and forward communication;error statistics;iterative decoding;quantisation (signal);signal processing;turbo codes;wireless channels","relay network;signal-processing scheme;decode-compress-and-forward;selective-cooperation;message broadcast;soft-input soft-output decoding;SISO decoding;quantization;log-likelihood ratio;LLR value;SISO decoder;relay collaboration;half-duplex relaying;orthogonal channel;turbo coding;source node;relay node;trade-off factor;block-error rate;BLER;error rate performance;DCF-SC scheme;decode-amplify-forward scheme;DAF scheme;iterative decoding","","20","2","9","","18 Jan 2012","","","IEEE","IEEE Journals"
"Iterative and Adjustable Soft List Decoding for Polar Codes","B. Feng; J. Jiao; S. Wu; Y. Wang; Q. Zhang","Communication Engineering Research Centre, Harbin Institute of Technology (Shenzhen), Guangdong, 518055, China; Communication Engineering Research Centre, Harbin Institute of Technology (Shenzhen), Guangdong, 518055, China; Communication Engineering Research Centre, Harbin Institute of Technology (Shenzhen), Guangdong, 518055, China; Communication Engineering Research Centre, Harbin Institute of Technology (Shenzhen), Guangdong, 518055, China; Communication Engineering Research Centre, Harbin Institute of Technology (Shenzhen), Guangdong, 518055, China","IEEE Transactions on Signal Processing","7 Oct 2020","2020","68","","5559","5572","List decoding of polar codes is an outstanding decoding method, in which a fixed-size list is applied to retain the most probable paths. In general, it is preferable to use a large-size list in the decoding to achieve excellent error-control performance, but this can lead to high complexity. Moreover, the list decoding is still a one-time-pass algorithm with hard-decision outputs, which is not well suited for advanced concatenated coding systems. In this paper, a novel adjustable list decoding is proposed, in which the list size can be adjusted appropriately. Based on the reliability analyses of the decoding list, dynamic thresholds are designed to precisely guide the adjustments. The adjustable list decoding can also achieve excellent error-control performance, but the complexity is significantly reduced. Moreover, we propose an iterative adjustable list decoding scheme with soft-decision outputs for concatenated polar-coding systems, in which a log-likelihood-ratio update strategy is elaborately designed. It can achieve much better error-control performance compared with the existing iterative decoding schemes, such as the belief propagation (BP) decoding, and soft cancellation (SCAN) decoding. As the number of iterations increases, the decoding performance gradually improves, but the complexity increases little due to efficient complexity control designs.","1941-0476","","10.1109/TSP.2020.3020226","National Natural Science Foundation of China(grant numbers:61525103,61831008); Shenzhen Basic Research Program(grant numbers:ZDSYS201707280903305); Guangdong Science and Technology Planning Project(grant numbers:2018B030322004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9186729","Polar code;list decoding;soft-decision;low complexity","Iterative decoding;Maximum likelihood decoding;Complexity theory;Encoding;Reliability;Signal processing algorithms","concatenated codes;decoding;iterative decoding;probability;Viterbi decoding","iterative soft list decoding;adjustable soft list decoding;polar codes;fixed-size list;large-size list;advanced concatenated coding systems;list size;decoding list;concatenated polar-coding systems;iterative decoding schemes;belief propagation decoding;soft cancellation decoding;decoding performance;efficient complexity control designs;error-control performance;reliability analyses;dynamic thresholds","","1","","22","IEEE","4 Sep 2020","","","IEEE","IEEE Journals"
"Immediate Exchange of Extrinsic Information for High-Throughput Turbo Decoding","I. Yoo; B. Kim; I. Park","Department of Electrical Engineering, Korea Advanced Institute of Science and Technology(KAIST), Daejeon 305-701, Republic of Korea; Department of Electrical Engineering, Korea Advanced Institute of Science and Technology(KAIST), Daejeon 305-701, Republic of Korea; Department of Electrical Engineering, Korea Advanced Institute of Science and Technology(KAIST), Daejeon 305-701, Republic of Korea","IEEE Communications Letters","12 Dec 2012","2012","16","12","2048","2051","To increase the throughput of turbo decoding, a new decoding method is proposed in this letter. The proposed method performs two decoding phases, in-ordered and interleaved ones, simultaneously by using two SISO decoders, which is completely contrast to the conventional decoding approach that conducts one of the two phases alternatively. The two SISO decoders exchange their outputs immediately to accelerate the update of extrinsic information and in turn to reduce the overall decoding latency, increasing the throughput by almost two times. Moreover, the proposed decoding method can be applied to any turbo code specified in communication standards, because it is not necessary to modify the encoding process. The effectiveness of the proposed method is verified from intensive simulations conducted for 3GPP LTE-Advanced codes.","1558-2558","","10.1109/LCOMM.2012.102612.121913","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6343251","Extrinsic information;high throughput;iterative decoding;overlapped decoding;turbo decoding","Iterative decoding;Maximum likelihood decoding;Throughput;Turbo codes;Standards","3G mobile communication;decoding;interleaved codes;Long Term Evolution;turbo codes","high-throughput turbo decoding method;extrinsic information immediate exchange;interleaved decoding;SISO decoders;communication standards;turbo code;encoding process;3GPP LTE-Advanced codes","","","","14","","10 Nov 2012","","","IEEE","IEEE Journals"
"Progressive Module Minimization for Re-encoding Transformed Soft Decoding of RS Codes","J. Xing; L. Chen; M. Bossert","School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; Institute of Communications Engineering, Ulm University, Ulm, Germany","2019 IEEE International Symposium on Information Theory (ISIT)","26 Sep 2019","2019","","","1547","1551","The interpolation based algebraic decoding for Reed-Solomon (RS) codes can correct errors beyond half of the code's minimum Hamming distance through constructing a minimum polynomial Q(x,y) and finding its y-roots. The progressive algebraic soft decoding (PASD) constructs Q(x, y) with a progressively enlarged y-degree and terminates once the message is decoded, adapting the decoding capability and computation to the channel. This paper proposes the re-encoding transformed PASD algorithm, in which Q(x, y) is progressively constructed by the low-complexity module minimization (MM) technique. Re-encoding transform (ReT) results in a common divisor for polynomials of the image of the submodule basis. It can be removed, leading to a simpler image expansion and reduction. Consequently, Q(x,y) is constructed through the isomorphic image of the progressively enlarged submodule basis. Our complexity analysis characterizes the complexity reduction brought by the transform and shows high rate codes benefit a greater complexity reduction.","2157-8117","978-1-5386-9291-2","10.1109/ISIT.2019.8849232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8849232","Module minimization;progressive algebraic soft decoding;Reed-Solomon codes;re-encoding transform","Interpolation;Decoding;Complexity theory;Transforms;Generators;Minimization;Reed-Solomon codes","algebraic codes;computational complexity;decoding;error correction codes;Hamming codes;image coding;interpolation;iterative methods;minimisation;polynomials;Reed-Solomon codes","progressively;y-degree;decoding capability;re-encoding transformed PASD algorithm;low-complexity module minimization technique;polynomials;submodule basis;simpler image expansion;high rate codes;progressive module minimization;RS codes;algebraic decoding;Reed-Solomon codes;minimum polynomial Q;algebraic soft decoding;re-encoding transformed soft decoding;Re","","1","","14","","26 Sep 2019","","","IEEE","IEEE Conferences"
"A LDPC Encoding and Decoding Scheme of Low Complexity Applied to Physical Layer 802.16e","X. Li; Z. Xu","State Key Lab. of Rail Traffic Control & Safety, Beijing Jiaotong Univ., Beijing, China; State Key Lab. of Rail Traffic Control & Safety, Beijing Jiaotong Univ., Beijing, China","2012 International Conference on Industrial Control and Electronics Engineering","4 Oct 2012","2012","","","723","726","In the IEEE 802.16e OFDM (Orthogonal Frequency Division Multiplexing) physical layer, the optional LDPC (Low Density Parity Check) code channel coding scheme based on the IEEE 802.16e protocol is able to be applied in order to improve the whole system's BER (bit error rate) performance. Due to the excellent characteristics and good error correcting performance of LDPC code itself, it has become the central issue of current channel coding field with broad application prospects. In this paper, we use the improved BF (Bit Flipping) decoding algorithm, which is based on the structure of check matrix and the protocol's provisions of LDPC coding scheme, to replace RS-CC (Reed Solomon-Convolutional Codes) concatenated coding scheme on the consideration of decoding delay and further improvement of BER performance. Meanwhile, the storage method of constructed check matrix mentioned in this paper is also optimized. The improved BF decoding algorithm can be verified by simulation that improvement of BER performance is realized on basis of low complexity.","","978-1-4673-1450-3","10.1109/ICICEE.2012.194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6322483","LDPC code;Bit Flipping;BER","Bit error rate;Iterative decoding;Decoding;IEEE 802.16 Standards;Channel coding","channel coding;concatenated codes;convolutional codes;decoding;error correction codes;error statistics;OFDM modulation;parity check codes;protocols;Reed-Solomon codes;WiMax","LDPC encoding scheme;LDPC decoding scheme;physical layer IEEE 802.16e;orthogonal frequency division multiplexing;OFDM physical layer;low density parity check code;channel coding scheme;IEEE 802.16e protocol;bit error rate performance;system BER performance;error correcting performance;bit flipping decoding algorithm;BF decoding algorithm;Reed Solomon-convolutional codes;RS-CC codes;concatenated coding scheme;decoding delay","","2","","8","","4 Oct 2012","","","IEEE","IEEE Conferences"
"A Low-Complexity Decoding Algorithm for RaptorQ Code","R. Zhang; Y. Kou","Nanjing Univ. of Posts & Telecommun., Nanjing, China; Shanghai Adv. Res. Inst., Shanghai, China","2014 Ninth International Conference on Broadband and Wireless Computing, Communication and Applications","22 Jan 2015","2014","","","145","150","RaptorQ code, as an advanced Raptor code with great flexibility and fine reception performance, has been widely adopted in international standards. Extensive research has been focused on the design and implementation of efficient decoding algorithms for Raptor codes. In this paper, a new low-complexity decoding algorithm for RaptorQ code is proposed, where the on-the-fly decoding and the incremental decoding techniques are exploited to achieve early decoding and to reduce overall computational complexity. Computer simulations show that for the proposed algorithm the decoding process may start when thirty percents of the minimum required encoded symbols are received and the overall computational complexity can be reduced by fifty percents with regards to the ML decoding algorithm in [6].","","978-1-4799-4173-5","10.1109/BWCCA.2014.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7016060","Fountain code;RaptorQ code;on-the-fly decoding;incremental decoding","Maximum likelihood decoding;Vectors;Algorithm design and analysis;Encoding;Standards;Computational complexity","codes;computational complexity;maximum likelihood decoding","low-complexity decoding algorithm;raptorQ code;incremental decoding technique;on-the-fly decoding technique;computational complexity;ML decoding algorithm","","","","9","","22 Jan 2015","","","IEEE","IEEE Conferences"
