"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Symbol-based joint decoding of convolutionally encoded variable-length codes","Hung-Tsai Wu; Chih-Hsien Lin; Wen-Whei Chang","Institute of Communications Engineering, National Chiao Tung University, Hsinchu, Taiwan, ROC; Institute of Communications Engineering, National Chiao Tung University, Hsinchu, Taiwan, ROC; Institute of Communications Engineering, National Chiao Tung University, Hsinchu, Taiwan, ROC","2012 12th International Conference on ITS Telecommunications","31 Jan 2013","2012","","","151","154","In this paper, we present a symbol-level joint source-channel decoding (JSCD) algorithm for transmission of convolutionally encoded variable-length codes (VLCs). The proposed algorithm is based on a two-dimensional state representation which leads to a three-dimensional code trellis. JSCD on this trellis is realized by employing a modified BCJR algorithm which allows to fully exploit the symbol-level source a priori information. Experimental results indicate that the proposed JSCD scheme achieves high robustness against channel noises.","","978-1-4673-3070-1","10.1109/ITST.2012.6425154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6425154","joint source-channel decoding;variable-length codes;three-dimensional code trellis","Decoding;Convolutional codes;Joints;Iterative decoding;Redundancy;AWGN channels;Signal to noise ratio","channel coding;combined source-channel coding;convolutional codes;decoding","convolutional encoded variable-length code;JSCD algorithm;VLC;BCJR algorithm;symbol-level joint source-channel decoding algorithm;two-dimensional state representation;symbol-level source a priori information;channel noises;high robustness","","","","6","","31 Jan 2013","","","IEEE","IEEE Conferences"
"Matching Projection Decoding Method for Ambisonics System","T. Qu; Z. Huang; Y. Qiao; X. Wu","Key Laboratory on Machine Perception (Ministry of Education), Speech and Hearing Research Center, Peking University, Beijing, China; Key Laboratory on Machine Perception (Ministry of Education), Speech and Hearing Research Center, Peking University, Beijing, China; Key Laboratory on Machine Perception (Ministry of Education), Speech and Hearing Research Center, Peking University, Beijing, China; Key Laboratory on Machine Perception (Ministry of Education), Speech and Hearing Research Center, Peking University, Beijing, China","2018 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 Sep 2018","2018","","","561","565","The basic Ambisonics decoding method will break down when the playback loudspeakers distribute unevenly. This paper proposes a modified Ambisonics method, the matching projection decoding method, for solving this problem. The matching projection decoding method is a kind of the greedy algorithm. It firstly calculates the projection value of the object Ambisonics signal over each Ambisonics signal of loudspeakers, then the maximum projection value is assigned to the corresponding loudspeaker. This process is repeated until all the loudspeakers have been assigned a gain value. The objective and subjective experiments were performed to evaluate the proposed system and the basic system. Objective evaluation results show that the accuracy of the sound field generated by the matching projection decoding method is better than that of the basic method; and the subjective evaluation results show a more correct directional perception of the matching projection decoding method than the basic one.","2379-190X","978-1-5386-4658-8","10.1109/ICASSP.2018.8461515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8461515","HOA;Ambisonics encoding;Ambisonics decoding;Sound field reproduction;Greedy algorithm","Loudspeakers;Decoding;Harmonic analysis;Iterative decoding;Azimuth;Encoding;Greedy algorithms","acoustic signal processing;decoding;greedy algorithms;loudspeakers","matching projection decoding method;Ambisonics decoding;Ambisonics System;loudspeakers","","2","","17","","13 Sep 2018","","","IEEE","IEEE Conferences"
"Reconstructing Natural Visual Scenes From Spike Times","A. A. Lazar; Y. Zhou","Dept. of Electr. Eng., Columbia Univ., New York, NY, USA; Dept. of Electr. Eng., Columbia Univ., New York, NY, USA","Proceedings of the IEEE","16 Sep 2014","2014","102","10","1500","1519","In this paper, we investigate neural circuit architectures encoding natural visual scenes with neuron models consisting of dendritic stimulus processors (DSPs) in cascade with biophysical spike generators (BSGs). DSPs serve as functional models of processing of stimuli up to and including the neuron's active dendritic tree. BSGs model spike generation at the axon hillock level where neurons respond to aggregated synaptic currents. The highly nonlinear behavior of BSGs calls for novel methods of input/output (I/O) analysis of neural encoding circuits and novel decoding algorithms for signal recovery. On the encoding side we characterize the BSG I/O with a phase response curve (PRC) manifold and interpret neural encoding as generalized sampling. We provide a decoding algorithm that recovers visual stimuli encoded by a neural circuit with intrinsic noise sources. In the absence of noise, we give conditions on perfect reconstruction of natural visual scenes. We extend the architecture to encompass neuron models with on-off BSGs with self- and cross-feedback. With the help of the PRC manifold, decoding is shown to be tractable even for a wide signal dynamic range. Consequently, bias currents that were essential in the encoding process can largely be reduced or eliminated. Finally, we present examples of massively parallel encoding and decoding of natural visual scenes on a cluster of graphical processing units (GPUs). We evaluate the signal reconstruction under different noise conditions and investigate the performance of signal recovery in the Nyquist region and for different temporal bandwidths.","1558-2256","","10.1109/JPROC.2014.2346465","U.S. Air Force Office of Scientific Research (AFOSR)(grant numbers:FA9550-12-1-0232); City University of New York High Performance Computing Center(grant numbers:CNS-0958379,CNS-0855217); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6887288","Hodgkin–Huxley neurons;neural encoding and decoding;phase response curve (PRC) manifold;time decoding machines (TDMs);time encoding machines (TEMs);Hodgkin¿Huxley neurons;neural encoding and decoding;phase response curve (PRC) manifold;time decoding machines (TDMs);time encoding machines (TEMs)","Visualization;Neural networks;Encoding;Retina;Digital signal processing;Decoding;Integrated circuit modeling;Time factors","digital signal processing chips;graphics processing units;neural nets;parallel processing","natural visual scene reconstruction;spike times;neural circuit architectures;neuron models;dendritic stimulus processors;DSP;biophysical spike generators;BSG;neuron active dendritic tree;axon hillock level;synaptic currents;input/output analysis;I/O analysis;neural encoding circuits;signal recovery;phase response curve;PRC manifold;generalized sampling;neural encoding;decoding algorithm;intrinsic noise sources;Nyquist region;GPU;graphical processing units;parallel decoding;parallel encoding;signal dynamic range","","7","","92","","28 Aug 2014","","","IEEE","IEEE Journals"
"Design of encoding and decoding of Hamming code based on VHDL","J. -j. Shan; J. Zhou","Anhui Xinhua University,Electronic communication engineering college,Hefei,China; Wanxi University,Public Education Department,Lu’an,China","2020 International Conference on Computer Science and Management Technology (ICCSMT)","3 Jun 2021","2020","","","241","244","Hamming code is used for forward error correction, and the encoding decoding is to monitor and detect the information transmission by adding a certain supervisory code element after the information code element, and point out the location of the error code. The emergence of Hamming code decoding greatly reduces the cost of forward error correction, reduces the bit error rate of transmission, improves the ability of error correction, and improves the reliability and stability of the system. A VHDL - based coder and decoder is designed, which adopts Hamming code encoding and decoding, DPSK modulation and parallel string conversion module. The detailed software implementation method is given, and the simulation verification is carried out. The results show that the bit error rate of system transmission can be greatly reduced and the error correction ability of the system can be improved under the condition of high bit rate.","","978-1-7281-8668-9","10.1109/ICCSMT51754.2020.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9443744","Hamming coding and decoding;DPSK modulation and demodulation;VHDL language","VHDL;Bit error rate;Information processing;Forward error correction;Stability analysis;Decoding;Differential phase shift keying","decoding;differential phase shift keying;error correction codes;error statistics;forward error correction;Hamming codes;hardware description languages;reliability;telecommunication computing","Hamming code decoding;VHDL;forward error correction;information transmission;supervisory code element;information code element;error code;bit error rate;coder;decoder;Hamming code encoding;parallel string conversion module;system reliability;system stability;DPSK modulation;parallel string conversion modul;simulation verification","","","","6","","3 Jun 2021","","","IEEE","IEEE Conferences"
"Experimental demonstration of high-speed spatial light modulation enabling 25-Gbit/s twisted light encoding/decoding and 260-m security free-space data transmission","Y. Zhao; Andong Wang; Long Zhu; Shuang Zheng; Nan Zhou; Jian Wang","Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, 430074, Hubei, China","2016 15th International Conference on Optical Communications and Networks (ICOCN)","13 Mar 2017","2016","","","1","3","By exploiting temporal-to-spatial domain mapping, we report high-speed spatial light modulation based on conventional spatial light modulators with slow response time. We demonstrate 25-Gbit/s twisted light (orbital angular momentum) encoding/decoding and 260-m security free-space data transmission in the experiment.","","978-1-5090-3491-8","10.1109/ICOCN.2016.7875592","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7875592","Orbital angular momentum;Free-space communication;Security","Security;Modulation;Laser beams;Decoding;Integrated optics;Optical fiber communication;Data communication","decoding;encoding;free-space optical communication;spatial light modulators","high-speed spatial light modulation;twisted light encoding/decoding;security free-space data transmission;temporal-spatial domain mapping;response time;bit rate 25 Gbit/s;distance 260 m","","","","13","","13 Mar 2017","","","IEEE","IEEE Conferences"
"Optimal Encoding and Decoding Algorithms for the RAID-6 Liberation Codes","Z. Huang; H. Jiang; Z. Shen; H. Che; N. Xiao; N. Li","University of Texas at Arlington,Dept. of Computer Science and Engineering,Arlington,USA; University of Texas at Arlington,Dept. of Computer Science and Engineering,Arlington,USA; Xiamen University,School of Informatics,Xiamen,China; University of Texas at Arlington,Dept. of Computer Science and Engineering,Arlington,USA; Sun Yat-Sen University,School of Data and Computer Science,Guangzhou,China; University of Texas at Arlington,Dept. of Computer Science and Engineering,Arlington,USA","2020 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","14 Jul 2020","2020","","","708","717","RAID-6 is gradually replacing RAID-5 as the dominant form of disk arrays due to its capability of tolerating concurrent failures of any two disks, as well as the case of encountering an uncorrectable read error during recovery. Implementing a RAID-6 system relies on some erasure coding schemes, and so far the most representative solutions are EVENODD codes [1], RDP codes [2] and Liberation codes [3], none of which has emerged as a clear ""all-around"" winner. In this paper, we are interested in revealing the undiscovered potential of the Liberation codes, since these codes have the following attractive features: (a) they have the best update performance, (b) they have better scalability, and (c) they are open-sourced and publicly available, as well as the following drawbacks: fair encoding performance and, more importantly, relatively poor decoding performance. Specificly, we present novel optimal encoding and decoding algorithms for the Liberation codes by introducing an alternative, geometric presentation of these codes. The proposed algorithms completely eliminate redundant computations during the encoding and decoding procedures by extracting and reusing common expressions between the two types of parity constraints, and do not involve any matrix operations on which the original algorithms are based. Our experiment results show that compared with the original solution, the proposed encoding and decoding algorithms reduce the number of XOR's by up to 16 percent and 15 ~20 percent respectively, and the encoding and decoding throughputs are increased by 22.3 percent and at most 155 percent respectively. Moreover, the encoding complexity reaches the theoretical lower bound, while the decoding complexity is also very close to the theoretical lower bound.","1530-2075","978-1-7281-6876-0","10.1109/IPDPS47924.2020.00078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9139777","MDS array codes;RAID-6;reliability;erasure codes","Encoding;Decoding;Arrays;Complexity theory;Measurement;Standards;Reed-Solomon codes","decoding;encoding;error correction codes;RAID;storage management","RAID-6 Liberation codes;RAID-5;disk arrays;RAID-6 system;erasure coding schemes;EVENODD codes;RDP codes;fair encoding performance;optimal encoding;decoding algorithms;decoding procedures;decoding throughputs;encoding complexity;decoding complexity","","1","","24","","14 Jul 2020","","","IEEE","IEEE Conferences"
"CEO: Consistency of Encoding and Overhearing in Network Coding-Aware Routing","L. F. Xie; P. H. J. Chong; S. C. Liew; Y. L. Guan","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Department of Information Engineering, The Chinese University of Hong Kong, Hong Kong; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore","IEEE Wireless Communications Letters","2 May 2013","2013","2","2","187","190","Network coding-aware routing attempts to find coding opportunities between an incoming flow and existing flows in wireless ad hoc networks. However, we find that a problem of most proposed coding-aware routing schemes is that they may misidentify the coding opportunities. Specifically, the opportunity misidentification may appear when a packet is about to be re-encoded. We call this the re-encoding problem. To solve this problem, we propose a principle called consistency of encoding and overhearing (CEO). By adhering to CEO, the encoding node is able to avoid misidentifying coding opportunities, thus ensuring the successful decoding of all encoded packets. In this letter, we first show the importance of CEO by analysis in a simple topology. Then, we introduce a distributed way to apply CEO to a coding-aware routing scheme, and show the improved network performance with CEO by simulation in different scenarios.","2162-2345","","10.1109/WCL.2012.122612.120770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6401133","Network coding-aware routing;wireless ad hoc networks;misidentified coding opportunity;re-encoding problem","Encoding;Routing;Decoding;Throughput;Topology;Resource management;Network coding","ad hoc networks;decoding;network coding;performance evaluation;telecommunication network routing;telecommunication network topology","CEO;network coding-aware routing;coding opportunity;incoming flow;existing flow;wireless ad hoc networks;coding-aware routing schemes;opportunity misidentification;re-encoding problem;consistency of encoding and overhearing;encoding node;decoding;encoded packets;topology;network performance","","7","","8","","3 Jan 2013","","","IEEE","IEEE Journals"
"An Efficient Encoding Method for Spatially Coupled Low-Density Parity-Check Codes","Z. Wu; M. Zhao; S. Wang","Beijing University of Posts and Telecommunications BUPT,Beijing,China; Beijing University of Posts and Telecommunications BUPT,Beijing,China; Beijing University of Posts and Telecommunications BUPT,Beijing,China","2019 IEEE 5th International Conference on Computer and Communications (ICCC)","13 Apr 2020","2019","","","1505","1509","In this paper, an efficient encoding scheme for spatially coupled low-density parity-check (SC-LDPC) codes is proposed. In order to lower the error floor, we optimize the degree distribution of SC-LDPC codes and propose a split variable nodes algorithm constructing sub-matrices with large girth of SC-LDPC codes. The corresponding sliding window decoding is studied as well to fasten the decoding convergence. Simulation results show that on the AWGN channel, SC-LDPC codes can obtain better error performance, lower decoding complexity and faster decoding convergence as compared with the LDPC block codes (LDPC-BC).","","978-1-7281-4743-7","10.1109/ICCC47050.2019.9064256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9064256","spatially coupled low-density parity-check (SCLDPC);windowed decoding;degree distribution;split variable nodes algorithm","Decoding;Iterative decoding;Encoding;Registers;Windows;Convergence","AWGN channels;channel coding;decoding;matrix algebra;optimisation;parity check codes","decoding complexity;encoding method;spatially coupled low-density parity-check codes;encoding scheme;error floor;SC-LDPC codes;sliding window decoding;optimization;split variable nodes algorithm;AWGN channel","","","","9","","13 Apr 2020","","","IEEE","IEEE Conferences"
"On improving the successful decoding performance of MDD based LT codes for erasure channels","I. J. L. Paul; S. Radha; J. Raja","Department of IT, SSN College of Engineering, Kalavakkam, Chennai-603 110; Department of ECE, SSN College of Engineering, Kalavakkam, Chennai-603 110; Department of ECE, Sri Sai Ram Engineering College, West Tambaram, Chennai-600044","2014 International Conference on Control, Instrumentation, Communication and Computational Technologies (ICCICCT)","22 Dec 2014","2014","","","273","277","In this paper, the performance of Luby Transform (LT) codes with modified degree distribution (MDD) is investigated for packet erasure channels (PEC). In LT codes, the number of degree-1 encoded symbols at the receiver plays a vital role in the successful recovery of all information symbols. Hence, this work aims to determine the optimal number of received encoded symbols needed to be degree-1 at the decoder for maximizing the decoding performance of LT codes. Simulation results demonstrate that significant improvements in successful decoding probability could be achieved by varying the proportion of degree-1 encoded symbols using MDD.","","978-1-4799-4190-2","10.1109/ICCICCT.2014.6992969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6992969","Luby Transform (LT) codes;modified degree distribution (MDD);Packet erasure channels;Degree-1 encoded symbols;Successful decoding probability","Decoding;Instruments;Channel coding;Iterative decoding;Robustness","decoding;probability;wireless channels","MDD based LT codes;Luby transform codes;modified degree distribution;packet erasure channels;PEC;degree-1 encoded symbols;information symbols;received encoded symbols;decoding probability","","","","20","","22 Dec 2014","","","IEEE","IEEE Conferences"
"Design of CODEC using VLSI architecture for efficient communication","A. Revathi; N. Mahendran","M. Kumarasamy College Of Engineering, Karur, Tamilnadu; M. Kumarasamy College Of Engineering, Karur, Tamilnadu","2017 IEEE International Conference on Electrical, Instrumentation and Communication Engineering (ICEICE)","14 Dec 2017","2017","","","1","5","Encoding and Decoding schemes plays a vital role in networking, storage, data communications and radio or wireless communication systems. The hardware architecture of an encoding and decoding blocks becomes an attractive issue in designing. Very large scale integration (VLSI) is one of the trending process of integrating thousands of transistors together in a chip and its architecture provides better performance results. When the VLSI architecture involved in the coder design, the system attains effective results in its parameters such as power consumption, speed and area occupied. In general digital systems the Half Cycle Processing Model (HCPM) is totally different which is already exist for FMO/Manchester Codec. Though this model reduces number of transistor count and achieves 100% Hardware Utilization Rate, it induces one cycle latency between positive and negative half cycles. This paper proposes a new Coder design which is integrated with the previous one to resolve this problem.","","978-1-5090-4996-7","10.1109/ICEICE.2017.8191922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8191922","Encoding;decoding;hardware architecture;VLSI","Encoding;Decoding;Very large scale integration;Hardware;Codecs;Xenon;Flip-flops","codecs;data communication;decoding;encoding;VLSI","VLSI architecture;efficient communication;encoding;Decoding schemes;data communications;hardware architecture;decoding blocks;scale integration;coder design;transistor count;negative half cycles;Half Cycle Processing Model;FMO;Manchester Codec;Hardware Utilization Rate","","","","17","","14 Dec 2017","","","IEEE","IEEE Conferences"
"Layered LDPC decoding for turbo-differential decoding in presence of cycle slips in optical communications","C. Cabirol; W. Sauer-Greff; R. Urbansky","Communications Systems University of Kaiserslautern, 67663, Germany; Communications Systems University of Kaiserslautern, 67663, Germany; Communications Systems University of Kaiserslautern, 67663, Germany","2016 18th International Conference on Transparent Optical Networks (ICTON)","25 Aug 2016","2016","","","1","4","In optical communication systems using wavelength division multiplexing, the transmission link can no longer be described as an AWGN channel as the co-propagating signals influence each other due to the nonlinearity of the fiber. As a consequence of the resulting phase noise, frequent cycle slips may occur in the carrier phase estimation which can be counteracted by the use of differential modulation. To mitigate random transmission errors, state-of-the-art Low-Density Parity-Check (LDPC) codes are for large coding gains. The differential decoding penalty due to error doubling can be reduced by iterative demodulation and decoding. For AWGN channels, this penalty is almost entirely recoverable. However, cycle slips induce contradictions of the received channel sequence and the a-priori information from the LDPC decoder in the differential demodulation process leading to non-negligible error floors. We show that using so-called layered LDPC decoding, the number of required iterations for iterative demodulation and decoding can be reduced and the sensitivity towards cycle slips can be improved.","2161-2064","978-1-5090-1467-5","10.1109/ICTON.2016.7550341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7550341","iterative demodulation and decoding;layered LDPC decoding;differential modulation;cycle slips","Iterative decoding;Decoding;Demodulation;Floors;AWGN channels;Encoding","AWGN channels;decoding;optical communication;parity check codes;turbo codes;wavelength division multiplexing","LDPC decoding;turbo-differential decoding;optical communications;wavelength division multiplexing;transmission link;phase noise;low-density parity-check codes;iterative demodulation;iterative decoding;AWGN channels","","","","6","","25 Aug 2016","","","IEEE","IEEE Conferences"
"Joint Source-Channel Decoding for MDC-encoded Sources Transmitted Over Relay Systems","A. Zribi; T. Matsumoto","National Engineering School of Tunis, SysCom Labs, Tunisia, and IMT Atlantique, Lab-STICC, UBL, Tunis Elmanar University, Brest, 29238, France; Japan Advanced Institute of Science and Technology, Ishikawa, Japan","2018 IEEE Conference on Antenna Measurements & Applications (CAMA)","11 Nov 2018","2018","","","1","4","This paper presents a new transmission strategy combined with a source and channel coding and decoding method to deliver a source of information to two users requesting different quality-of-service and having different channel states. Source coding operation relies on Multiple Description Coding (MDC) and channel coding uses LDPC codes. To achieve a better quality for the high-quality-requiring user, we consider cooperative communication where another user acts as a relay. We propose a three-dimensions iterative decoding algorithm that exploits the source-relay correlation and the descriptions correlation. We demonstrate how the lossy forwarding process can help the user with bad channel conditions to recover a first quality even at very low source-destination SNRs. If the channel conditions for the second user are fair enough, it is possible to decode the second description, and achieve a very low distortion based on combining the two descriptions. It is also shown that exploiting the residual correlation between the two descriptions can lead to better results especially for medium-to-high SNRs.","","978-1-5386-5795-9","10.1109/CAMA.2018.8530486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8530486","","Iterative decoding;Decoding;Relays;Correlation;Distortion;Encoding","combined source-channel coding;cooperative communication;iterative decoding;relay networks (telecommunication);wireless channels","relay systems;channel coding;decoding method;LDPC codes;source-relay correlation;descriptions correlation;SNR;quality-of-service;source coding;source-channel decoding;MDC-encoded sources","","","","8","","11 Nov 2018","","","IEEE","IEEE Conferences"
"A 13.6-16Gb/s Wireline Transceiver with Dicode Encoding and Sequence Detection Decoding for Equalizing 24.2dB with 2.56pJ/bit in 65nm CMOS","Y. Chun; T. Anand","Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, 97331, USA; Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, 97331, USA","2019 IEEE Custom Integrated Circuits Conference (CICC)","1 Aug 2019","2019","","","1","4","This work presents an alternative strategy for communicating on bandwidth limited wireline channels without using conventional equalizers (FFE, DFE, CTLE): Dicode encoding and sequence detection decoding technique for low-bandwidth FR-4 channels. The key observation is that dicode-encoded data have no consecutive 1s or -1s. With this known information, the sequence detector at the receiver can correct errors due to inter-symbol interference. Implemented in 65nm CMOS, the proposed highly digital encoding and decoding approach can compensate for up to 24.2dB and 21.4dB loss with 2.56pJ/bit and 2.66pJ/bit efficiency while operating at 13.6Gb/s and 16Gb/s, respectively.","2152-3630","978-1-5386-9395-7","10.1109/CICC.2019.8780237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8780237","","Decoding;Encoding;Transceivers;Receivers;Decision feedback equalizers;Energy efficiency;Timing","CMOS integrated circuits;decoding;error correction;intersymbol interference;telecommunication channels;transceivers","wireline transceiver;bandwidth limited wireline channels;low-bandwidth FR-4 channels;dicode-encoded data;sequence detector;highly digital encoding;sequence detection decoding;error correction;intersymbol interference;CMOS implementation;size 65.0 nm;noise figure 24.2 dB;bit rate 13.6 Gbit/s to 16 Gbit/s","","1","","6","","1 Aug 2019","","","IEEE","IEEE Conferences"
"Uniformly Quantized ILC with Encoding and Decoding Mechanism under Random Data Dropouts","N. Huo; C. Zhang; D. Shen","College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, 100029; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, 100029; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, 100029","2019 Chinese Control And Decision Conference (CCDC)","12 Sep 2019","2019","","","3459","3464","In this paper, iterative learning control is applied to linear systems with limited capable channels that the data should be quantized before transmission and data dropouts arise randomly. To ensure a zero-error tracking performance, we add an encoding and decoding mechanism to the system. In particular, the system output is first encoded and transformed. Then, the received information is decoded and used in the learning algorithm to generate input signals for the next iteration. The convergence of the proposed scheme is proved under the circumstances of random data dropouts. An illustrative example is presented to demonstrate the effectiveness of this scheme.","1948-9447","978-1-7281-0106-4","10.1109/CCDC.2019.8832528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8832528","Iterative Learning Control;Quantized Control;Encoding and Decoding Mechanism;Data Dropouts","Decoding;Encoding;Quantization (signal);Convergence;Iterative decoding;Iterative learning control;Linear systems","decoding;encoding;iterative learning control;learning (artificial intelligence);linear systems","uniformly quantized ILC;decoding mechanism;random data dropouts;iterative learning control;capable channels;zero-error tracking performance;system output;learning algorithm;encoding mechanism;linear systems","","","","22","","12 Sep 2019","","","IEEE","IEEE Conferences"
"Double-Parity-Check CA-SCL Encoding and Decoding for Polar Codes","F. Yuan; B. Tian","State Key Laboratory of Integrated Service Networks, Xidian University, Xi’an, China; State Key Laboratory of Integrated Service Networks, Xidian University, Xi’an, China","2018 14th IEEE International Conference on Signal Processing (ICSP)","28 Feb 2019","2018","","","747","751","Due to the unsatisfactory block error rate (BLER) performance of short or moderate block , the further development of polar codes is limited. In this paper, the parity-check codes concatenated cyclic redundancy check aided successive cancellation list (CA-SCL) decoding algorithms are studied. Then, an efficient concatenated method, double-parity-check CA-SCL (DP-CA-SCL) polar codes, is proposed according to exiting parity-check decoding algorithms. Not only can this new method improve the BLER performance in short or moderate block, but also it can guarantee the reduction of complexity relative to original CA-SCL method. The simulations in additive white Gaussian noise channel with binary phase shift keying modulation reveal that the DP-CA-SCL polar codes can provide significant performance gains. Comparing to the original CA-SCL decoding, there are 0.5 dB performance gains using proposed method at BLER of 10<sup>-3</sup> with (128, 64) polar codes. For another moderate block (256, 128) polar codes, it can also guarantee performance gains at least 0.18 dB.","2164-5221","978-1-5386-4673-1","10.1109/ICSP.2018.8652311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8652311","Polar codes;parity-check codes;CA-SCL;double-parity-check CA-SCL","Encoding;Maximum likelihood decoding;Parity check codes;Complexity theory;Measurement;Indexes","AWGN channels;binary codes;channel coding;concatenated codes;cyclic redundancy check codes;decoding;parity check codes;phase shift keying;polar codes","double-parity-check CA-SCL encoding;parity-check codes;cyclic redundancy check;successive cancellation list decoding algorithms;BLER performance;CA-SCL method;DP-CA-SCL polar codes;CA-SCL decoding;block error rate;concatenated method;polar codes;parity-check decoding algorithms;additive white Gaussian noise channel;binary phase shift keying modulation","","2","","11","","28 Feb 2019","","","IEEE","IEEE Conferences"
